transliteration,translation,source
KÙ.BABBAR ša-lim-a-šur DUMU i-tur4-DINGIR 1.5 GÍN 22.5 ŠE DUMU ir-ra 12 GÍN KÙ.BABBAR PUZUR4.SA.TU DUMU lá-qé-ep 1 GÍN big_gapgap mu-ṣí-šu-nu ha-pu É dan-a-šur ù šu-IŠTAR lá iš-qú-lu 6 GÍN KI big_gapgap GÍN big_gapgap GÍN a-šùr-GAL 7.5 ŠE ku-ra-ra,2 shekels 22 1/2 grains silver are with Šalim-Aššur s. Itūr-ilī.,sentence_word_index
KIŠIB zi-qí-qí DUMU ì-lí-dan KIŠIB šál-ma-a-šur DUMU ú-zu-a KIŠIB PUZUR4.IŠTAR DUMU id-na-a 0.33333 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am bé-ú-lá-tim ša e-lá-ma PUZUR4.IŠTAR DUMU,"Seal of Ziqiqi, son of Ilī-dān, seal of Šalim-Aššur, son of Uzua, seal of Puzur-Ištar, son of Idnāya. 25 shekels of refined silver, a working capital belonging to Elamma, Puzur-Ištar, son of Idnāya, has received; with the silver he is held.",train_split
iš-tù ha-mu-uš-tim ša kà-ší-im 1.25 GÍN.TA ú-ṣa-ab 14,He will add 1 1/4 shekels from the ḫamuštum of kaššim.,sentence_word_index
a-na ša 2.5 ma-na gap KÙ.BABBAR ṣa-ru-pì-im ú ṣí-ba-tí-šu ša a-da-da ha-bu-lá-ku-ni ni-kà-sí ni-sí-ma gap ma-na KÙ.BABBAR ṣa-ru-pá-am ú 1 ku-ta-nam i-na pì ṭup-pí-šu a-na a-lá-hi-im i-da-an a-ha-ma a-na 1 ma-na 7 GÍN ša ší-ta ta-ah-sí-sà-tí-a a-za-kà-ar-šu-ma i-ša-qá-lam5 IGI i-tur4-DINGIR DUMU a-mur-IŠTAR IGI a-ta-ta ha-pu-dim IGI a-lu-lá-a DUMU i-sá-li-a 1 ma-na 10 GÍN KÙ.BABBAR iš-tí a-lu-lá-a ù gap dUTU al-qé-ú 6 TÚG.HI.A qá-dum 1 TÚG ša e-na-ah-DINGIR i-dí-nu-ni a-na É kà-ri-im a-na mì-iš-li ša a-bi-ni a-dí-i ma-lá ta-az-me-ru-ni šu-mì a-bi-ni i-na É kà-ri-im lu-up-ta-ma ú mì-iš-li ša a-bi-a i-dí-IŠTAR ù en-na-num li-ta-dí-ú a-ba-ú-a bé-lu-a a-tù-nu ú ší-tí KÙ.BABBAR ša i É kà-ri-im i-ší-tù ih-da-ma ša-dí-na-šu-nu 4 ma-na KÙ.BABBAR ṣa-ru-pá-am a-ha-ma 1 ṭup-pu-um ša 1 ma-na KÙ.BABBAR i-na É i- big_gap,"Concerning the 2.5 minas of refined silver and its interest that Adada owes to you, we settled accounts and he must give gap mina refined silver and 1 in accordance with the text of his tablet to Ali-ahum. Further, I shall formally state to him the 1 mina 7 shekels from my two memoranda, and he must pay. Witnessed by Itūr-ilī son of Amur-Ištar, by Atata the blind one, by Alulaya son of Isalia. I received 1 mina 10 shekels of silver from Alulaya and big_gap -Šamaš. I deposited at the office of the colony as a half-share of our father 6 textiles, including Enah-ilī's textile. Write our father's name in the office of the colony for what you account for them, and then Iddin-Ištar and Ennānum may deposit my father's other half-share. My dear fathers and lords, also, the remainder of the silver, whatever is left in the office of the colony - take care to make them pay that! 4 minas of silver, further, 1 tablet concerning 1 mina of silver in the house of big_gap",original_document
ša 10 ma-na KÙ.BABBAR,"Also, I shall send a donkey to you.",train_split
um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il5 da-tim ší-ip-ri-ni kà-ar kà-ar-ma ú wa-bar-ra-tim qí-bi4-ma,"Thus kārum Kanesh, say to the dātu-payers, our messenger, every single colony, and the trading stations:",sentence_word_index
ta-ma-lá-ku pì-it-a-ma ṭup-pá-am ša 10 ma-na KÙ.BABBAR ša hu-bu-ul na-sá ù a-ga-a ù 2 GÍN KÙ.GI ša im-li-kà-a na-dí,"Open the tablet containers and send me the tablet concerning 10 minas of silver, Nanna's and Akaya's debt, plus the two shekels of gold which Imlikaya deposited.",sentence_word_index
a-tí ša ma-ma-an lá ta-ša-me ha-ra-ni a-ku-ša-am,My trip has been put off.,train_split
ih-da-ma ší-im ṣú-ba-tí-a ú AN.NA-ki-a pá-ni-im ša-lim-ar-dí ù šu-nu-nu,"Then seal the copper with your own seals, and send it to me as soon as possible.",train_split
iš-tù ha-muš-tim ša a-šur-i-mì-tí ú a-mur-IŠTAR 1.3333300000000001 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb KÙ.BABBAR a-šu-mì i-ku-nim il5-qé ta-ah-sí-is-tum a-ni-tum me-eh-ra-at ṭup-pì-im ha-ar-mì-im ša hu-bu-ul a-šur-DU10,"From the ḫamuštum of Aššur-imittī and Amur-Ištar, he will add 1 1/3 shekels per mina per month as interest.",sentence_word_index
um-ma ša-lim-a-hu-um-ma a-na pu-šu-ke-en6 qí-bi-ma,From Šalim-aḫum to Pūšu-kēn:,sentence_word_index
i-na ba-áb ha-ra-ni-šu ša e-lá-ma um-ma pí-lá-ah-a-šùr-ma a-na e-lá-ma-ma lá-qé-ep DUMU i-li-a ku-nu-im AN.NA a-na 70 ha-am-ša-tim,"When Elamma was about to set out on a journey Pilah-Aššur said to Elamma: Lā-qēp, the son of Iliya, who belongs to your firm, offers me tin with a credit term of 70 weeks"".",train_split
um-ma kà-ru-um kà-ni-iš-ma a-na ku-li-a ša-qí-il5 da-tim kà-ri-im té-ga-ra-ma ù a-li i-dí-a-šùr DUMU ku-ku-lá-nim wa-áš-bu-ni qí-bi-ma ni-kà-sí,"Thus karum Kanesh, speak to Kuliya, the datu-payers, karum Tegarama, and wherever Iddin-Aššur son of Kukulānum is staying: We have settled accounts and we paid 25 minas and 4 1 / 4 shekels of silver as datum.",train_split
um-ma ša-lim-a-šùr-ma a-na i-ku-pí-a ù en-um-a-šùr qí-bi-ma a-šu-mì ṭup-pí na-áš-pá-ra-tim me-eh-ri ša ta-áš-pu-ra-ni ku-lu ṭup-pu-ku-nu IGI a-limki i-ší-ik-nu-ma a-lu-um iš-ta-me-šu-nu-ma ù dí-nam i-dí-in-ma gap gap gap a-limki ṭup-pá-am ša a-limki ša-lim-IŠTAR ší-ip-ru-um a kà-ri-im na-ší ša ki-ma gap gap gap gap gap ša-mì-um a-šu-mì gap gap gap gap ta ú a-pu-tum ih-da-ma ki-ma ša-lim-IŠTAR i-na kà-ni-iš e-ru-ba-ni ṭup-pá-am ša dí-in a-limki IGI kà-ri-im li-iš-ku-un-ma gap gap gap gap ih-da-ma,"From Šalim-Aššur to Ikūn-pīya? and Ennam-Aššur: Concerning the tablets, missives and copies you wrote me about, all your tablets have been placed before the City assembly and the City has heard them and passed a verdict, that big_gap of the City, Šalim-Ištar, the envoy, carries the tablet of the City to the colony, stating that big_gap the one who hears because of big_gap",train_split
ma-na 4.16666 GÍN KÙ.BABBAR a-na lu-qú-tim ša a-šur-ta-ak-lá-ku ir-de8-ku-ni áš-qú-ul 2,I paid 10 minas 54 1/6 shekels for the goods which Aššur-taklāku transported.,sentence_word_index
KÙ.BABBAR šé-bi4-lam-ma ṣí-ib-tum lá i-ma-ra-ṣa-kum,Send the silver so that the interest does not become burdensome to you.,sentence_word_index
41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ku ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ha-ma 0.66666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-na ṣé-er ša-lim-a-šur,"41 minas 11.5 shekels of refined silver, sealed by your representatives and by me - 3 packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City.",train_split
DUMU a-šur-be-el-a-wa-tim ub-lam ṭup-pu-šu a-na,He left his tablet for your father.,train_split
ú 10 ma-na KÙ.BABBAR ša PUZUR4.IŠTAR DUMU a-šùr-ma-lik i-hi-id-ma i-na pá-ni-e-ma šé-bi4-lam,"Also, the 10 minas of silver with Puzur-Ištar son of Aššur-mālik, take care to send it with the first departure.",sentence_word_index
KIŠIB ma-nu-ba-lúm-a-šur DUMU ṣí-lá-dIM KIŠIB šu-dEN.LÍL DUMU ma-nu-ki-a-šur KIŠIB MAN-a-šur DUMU a-ta-a,"Seal of Mannum-balum-Aššur son of Ṣilli-Adad, seal of Šu-Illil son of Mannum-kī-Aššur, seal of Puzur-Aššur son of Ataya.",train_split
i-ṣé-er ha-bu-lá PUZUR4-a-šur i-šu i-nu-mì 0.5 ma-na 7 0.5 GÍN KÙ.BABBAR i-ša-qú-lu ša 0.5 ma-na 7.5 GÍN ṭup-pu-šu iš-tù ša ha-muš-uš-tim ša a-lá-hi-im ù šál-ma-a-šur a-na 12 ha-am-ša-tim ṭup-pu-šu i-lá-pá-at IGI zu-pá,Ḫabulá owes 1/2 mina 7 1/2 shekels silver to Puzur-Aššur.,sentence_word_index
a-na a-wi-il5-tim lá ta-pá-ṭí-ri ú mì-ma lá ta-dí-ni-ší-im ú iš-tí e-wa-ri-mu-ša ta-hi-tám,"My dear brothers, instruct her there so that there will be no wrongdoing in my storeroom to make me unhappy.",train_split
um-ma a-kà-dí-a-ma a-na a-šur-ma-lik qí-bi4-ma mì-šu,From Akkadiya to Aššur-malik: Why have you taken a wife in marriage?,train_split
a-na um-mì-a-ni-kà 5 ITU.1.KAM ni-ta-la-ak-ma i-ba-ú-ší-im,To your investors we extended 5 months and they put him to shame?.,sentence_word_index
10 ṭup-pè-e ú-šé-bi4-lá-kum mì-šu-um ma-tí-ma ṭup-pá-kà lá i-lá-kam,"Why does no letter ever come from you?""",train_split
um-ma en-um-a-šur-ma a-na a-na-a-na qí-bi-ma a-na-kam a-ba-ru-um ša i-tur4-DINGIR ih-li-iq-ma 1 GÍN 15 ŠE KÙ.BABBAR,"From Ennam-Aššur to Anna-anna: Itūr-ilī's lead has been lost here, and I gave 1 shekel 15 grains of silver to Šalim-bēlī, his servant.",train_split
qí-bi-ma a-sá-num ší-pár-ni a-na ta-i-tim a-na kà-ri-im kà-ni-iš ša-pí-ir a-pu-tum ki-ma ṭup-pí-ni ta-áš-me-a-ni iš-té-na mu-qá-ri-bé a-na a-sá-num dí-na-ma kà-ru-um,"As soon as you have heard our letter, each of you must give an escort to Asānum and each must escort him to the next, all the way until Kanesh.",train_split
a-na ku-ta-ni ší-mu-um i-na kà-ni-iš i-ba-ší ší-ta-lá-ma,I hear that there is a market for in Kanesh.,train_split
KÙ.BABBAR lu da-at a-bu-a lu gám-ru-um ša a-na-kam ŠU.NÍGIN 1.3333300000000001 ma-na 4 GÍN KÙ.BABBAR tal-qé 0.33333 ma-na 2 GÍN KÙ.BABBAR ší-tí KÙ.BABBAR-pì-kà 2.5,In all you have received 1 mina 24 shekels of silver. 22 shekels of silver was the rest of your silver; 2.5 minas of silver that I owe you I shall send with Aššur-bāni.,train_split
PUZUR4-a-šur pá-ze-er-ši ZU-UT-ri dam-qú-tim šé-bi-lam,"Send me big_gap big_gap big_gap of good quality!""""",train_split
li-mu-um a-šùr-SIG5 12,Eponymate: Aššur-damiq,sentence_word_index
lá áš-ta-na-me-e a-pu-tum ša,Please act as the gentleman you are!,train_split
IGI PUZUR4-sa-du-e IGI ú-ṣú-ur-ša-a-šur DUMU a-gu5-a IGI a-šur-iš-ta-ki-il5,"Witnesses: Puzur-šaduʾe, Uṣur-ša-Aššur s. Agua, Aššuriš-takil.",sentence_word_index
KIŠIB i-dí-a-bi4-im KIŠIB ì-lí-áš-ra-ni KIŠIB {d}UTU-tap-pá-i KIŠIB {d}NIN.ŠUBUR-ba-ni,"Seal of Iddin-abum, seal of Ilī-ašranni, seal of Šamaš-tappā'ī, seal of Ilabrat-bāni.",sentence_word_index
šu-ma a-hu-ú-a a-tù-nu {d}UTU-tap-pá-i ma-nu-ki-a-bi-a ù a-da-a i pá-nim-ma ṭur4-da-nim,"If you are truly my brothers, dispatch Šamaš-tappāʾī, Mannu-kī-abiya and Ataya to me immediately.",sentence_word_index
iš-tù ha-mu-uš-tim ša a-šur-ma-lik 2.33333 GÍN.TA i-na ITU.1.KAM ṣí-ib-tám ú-ṣa-áb IGI a-šùr-DUG IGI zu-pá,He will add 2 1/3 shekels per month as interest.,sentence_word_index
a-na e-na-ah-DINGIR šu-a-šur ù en-um-a-šur qí-bi-ma um-ma ma-ma-hi-ir ù šu-ku-tum-ma 2 ma-na 15 GÍN KÙ.BABBAR ša šu-ku-tum a-na DAM.GÀR ha-bu-lu ša ṭup-pì-šu ha-ar-mì-im KÙ.BABBAR ku-nu-ki ša šu-ki-tim en-um-a-šur na-áš-a-ku-nu-tí ṭup-pá-am ša hu-bu-li-šu am-ra-ma ma-lá u4-mu-šu e-tí-qú-ni 2 ta-ah-sí-is-té-en6 pá-tí-té-en6 lu-up-ta-ma iš-tí-it e-na-ah-DINGIR lu-kà-il5 iš-tí-it šu-a-šur lu-kà-il5 i-nu-mì šu-ku-tum iš-tí tám-kà-ri-im i-na-mu-ru-ú šu-ma li-bu-šu DAM.GÀR ma-lá u4-mu-šu e-tí-qú-ni ṣí-ib-tám i-ṣé-er šu-ki-tim li-il5-qé šu-ma ṣí-ib-tám lá i-lá-qé gi-mì-li a-na šu-ki-tim li-dí-ma li-ig-mì-il5-šu KÙ.BABBAR ša ki-ma DAM.GÀR li-il5-qé-ú-ma ṭup-pá-am ša hu-bu-ul šu-ki-tim šu-a-šur ù en-um-a-šur li-il5-qé-ú,"To Enah-ilī, Šu-Aššur and Ennam-Aššur from Man-mahir and Šukkutum: As to the 2 minas 15 shekels of silver that Šukkutum owes to the merchant, according to his certified tablet - Ennam-Aššur brings you the silver sealed by Šukkutum. Look at his debt-note and write two open memoranda about how much his terms are in arrears, and Enah-ilī should keep one while Šu-Aššur should keep the other. When Šukkutum meets with the merchant, the merchant may, if he wishes to do so, charge interest from Šukkutum in accordance with how much his terms are overdue. If he does not charge interest he will do Šukkutum a real favour. The representatives of the merchant should receive the silver, and Šu-Aššur and Ennam-Aššur must take Šukkutum's debt-note.",original_document
KÙ.BABBAR tù-uš-ta-áš-qí-il5 a-šar a-dí bu-ra-im li-tab-ší-kà ta-áš-pu-ra-ni bu-ra-am,"With respect to the for your dres that you wrote about, he does not bring you a .",train_split
ma-na KÙ.BABBAR ša DINGIR-ma-lik ub-lá-ni i-na ku-nu-ki-šu i-ba-ší,The 17 minas which Ilī-mālik brought is available under his seal.,sentence_word_index
e-na-a-šur DUMU e-nu-um-a-šur IGI e-na-a-šur DUMU pì-lá-ah-IŠTAR 1 li-im 2 me-at 80 ma-na,"When they received the copper 3, Liptānum, son of Qardaya, Ennam-Aššur, son of Ikuppi-Aššur, and Amur-Šamaš, son of Pilah-Anum, and Ṭāb-Aššur, son of Ilī-pī-uṣur, and his slave hudu-bēlī assisted them.",train_split
TÚG i-na É kà-ri-im i-na-pu-lu-ni-kum,They will balance 38 textiles to you in the colony office.,sentence_word_index
ṭup-pu-um ša a-lim{ki} ša a-na KÙ.BABBAR-áp a-šur-ma-lik a-dí hu-bu-ul big_gap na-ru-qí-im er-bu-um GA-ra-tám ù ša-ku-ul-tum uš-ta-bu-ú i-na me-er-e a-šur-ma-lik ma-ma-an lá i-ṭá-hi-ú,"According to the tablet of the city: ""Concerning the silver of Aššūr-mālik, no one shall make claims on the sons of Aššur-mālik until they have satisfied the debts of the joint-stock fund, the income, the GA-ra-tim, and the šakultum feasts?.""",sentence_word_index
a-pu-tum ih-da,"Urgent, take care to do it!",sentence_word_index
big_gap ha-ra-ni a-ku-ša-am ù ma-tí-ma šé-bu-ul-tí lá i-li-kà-ki-im,big_gap my journey was disrupted and my shipment never did come to you fem..,original_document
ma-na KÙ.BABBAR lá i-mu-tù mì-ma gi-mì-li-kà lá ú-ta-ar iš-tù ṭup-pu-um ša 45 ma-na KÙ.BABBAR i-mu-tù ú gi-mì-li-kà a-da-an-ma ú SÍG.HI.A,"After the tablet concerning 45 minas of silver has been invalidated I shall show you my favours, and then I shall bring the wool safely to Tukubtu.",train_split
iš-tù ha-muš-tim ša kur-ub-IŠTAR ITU.KAM ša sà-ra-tim li-mu-um ša qá-tí en-na-sú-en6 0.66666 GÍN 15 ŠE.TA i-na ITU.KAM a-na ma-na-im ú-ṣú-bu 2,"They will add 2/3 shekel 15 grain per mina per month as interest from the ḫamuštim of Kurub-Ištar, month of Ša sarrātim, eponymate after Enna-Suen.",sentence_word_index
ITU.KAM ša sá-ra-tim,Month: Ša sarrātim.,sentence_word_index
ú-ṣa-áb ITU.KAM hu-bu-ur li-mu-um {d}IŠKUR-ba-ni IGI šu-be-lim IGI li-lá,"If he does not pay on time, he will add 1 1/3 shekels as interest.",sentence_word_index
1.66666 ma-na KÙ.BABBAR ku-nu-ki-a a-na ah-ša-lim 0.5 ma-na KÙ.BABBAR ku-nu-ki-a a-na i-dí-a-šur ṣé-eh-ri-ì-lí ú-bi4-il5-šu-nu-tí IGI šu-ku-bi4-im DUMU qà-a-a-tim IGI a-lá-hi-im DUMU a-šur-ma-lik,"1.6666 mina of silver under my seal for Ah-šalim, 0.5 mina of silver under my seal for Iddin-Aššur, Ṣeher-ilī",original_document
iš-tù ha-mu-uš-tim ša i-dí-IŠTAR a-na ITU.KAM i-ša-qal,From the ḫamuštum of Idī-Ištar he has a month to pay.,sentence_word_index
45 na-ru-uq ŠE-am gap na-ru-uq ar-ša-tim a-ha-ma ša ša-da-aq-tí 45 na-ru-uq ŠE-am 5 na-ru-uq ar-ša-tum IGI ú-li-id ší-im-tám al-qé ki-ma ar-ša-tim ŠE-am al-qé,"45 sacks of barley, gap sacks of wheat, further, from last year 45 sacks of barley and 5 sacks of wheat.",original_document
a ma-lá té-er-tí-kà né-pá-áš-ma ṣú-ha-ri-kà ni-ṭá-ra-dam 5 {TÚG}lu-bu-ší pá-ṣí-ú-tim DUMU da-nu-ì-lí ub-lá-kum,We have done according to your message and we will dispatch your 'youth.',sentence_word_index
um-ma en-nam-a-šur-ma a-na a-la-hi-im qí-bi-ma a-na-kam a-du um-me-a-an a-bi-ni a-we-lu-ú 2 ší-na im-ta-ag-ru-ni mì-ša-al KÙ.BABBAR ma-ah-ri-šu a-ša-kà-an-ma a-na a-limki ší-ni-šu i-lá-ak-ma KÙ.BABBAR-pí-šu-nu uš-ta-bu-ú a-du-um 3.5 ma-na KÙ.BABBAR ša i-na a-limki a-bu-ni i-ṣé-er ú-ṣur-ša-IŠTAR il5-qé-ú a ší-a-tí kà-áb-sà-ni a-wa-tum i-ma-qú-ut-ma a-dí 5 u4-me-e big_gap ú e-ma-ri iš-tí big_gap a-ṭá-ra-dam ú a-ta-ma a-ma-kam lu za-ku-a-tí URUDU lá-mu-nam a-na SIG5 ta-e-er a-pu-tum ša ša-ni-ú-tim la ta-áš-ta-na-me-e mì-šu ša áš-ta-na-me-ú-ma a-wa-at a-hi-ú-tim ta-áš-ta-na-me-ú a-pu-tum la ta-ša-lá-at,"From Ennam-Aššur to Ali-ahum: Here 2 men have reached an agreement with me concerning our father's investors, that I shall place half of the silver before him, and it will go twice to the City and they will satisfy themselves with their silver. Concerning 3.5 minas of silver that our father took on Uṣur-ša-Ištar's account in the City - for that we are pardoned. The matter will fail, and within 5 days big_gap and I shall send the donkeys with big_gap Then you too must be cleared there. Convert bad copper to good. Urgent! Do not listen to others all the time. Why is it that I keep hearing that you always listen to what strangers say? Urgent! Do not act rashly.",original_document
um-ma a-šùr-i-dí-ma a-na a-šur-na-da qí-bi-ma,From Aššur-idī to Aššur-nādā:,sentence_word_index
lu-lu en-nu-um-be-lúm pu-šu-ki-in sá-sí-a en-um-a-šùr DUMU a-ni-nim a-lá-hu-um DUMU sú-kà-li-a i-dí-ku-bu-um DUMU a-šùr-ma-lik ú-ṣú-ur-ša-a-šùr DUMU a-gu-a i-lá-áš-ra-ni dEN.LÍL-ba-ni DUMU za-za a-ba-sí-a DUMU dli-i-ba-a a-ku-ku tù-ur-a-šùr DINGIR-na-da DUMU a-šùr-na-da sú-in-na-da mì-ma a-wi-lu a-ni-ú-tum i-na pu-ùh-ri-im i-na kà-ri-im bu-ru-uš-ha-dim uš-bu-ú um-ma šu-nu-ma ṣú-ba-tám šu-um-šu mì-ma a-na ú-ší-na-lam lá ta-da-an,"Lulu, Ennam-Bēlum, Pūsu-kēn, Sasiya, Ennam-Aššur son of Anninum, Ali-ahum son of Sukkalliya, Iddin-Kūbum son of Aššur-malik, Uṣur-ša-Aššur son of Aguwa, Il-ašrannī, Illil-bāni son of Zaza, Abasiya son of Libbaya, Akuku, Tūr-Aššur, Ilī-nādā son of Aššur-nādā, Suen-nādā - all these men sat in the assembly in the Burušhaddum colony, and they said: Do not sell a single textile to Ušinalam!"" """,original_document
e-ṣí lu-pá-hi-ru-nim ú-ṭá-tám lu ŠE-am lu GIG ša ú-šé-ru-bu-ni-ni-ma a-na KÙ.BABBAR am-tum lu ta-ta-dí-in-ma KÙ.BABBAR É-tí-ša li-ib-ší a-dí a-lá-kà-ni 12 GÍN KÙ.BABBAR iš-tí big_gap 6,"The maid should sell the grain, whether barley or wheat, that they bring in, for silver and the silver should remain in her house until I come. 12 shekels of silver is owed by PN. 6 wagons are owed by Aši-uman.",train_split
im-dí-lúm i-šu ITU.KAM kán-wár-ta li-mu-um,"Month IX, epoynmy of Iddin-Aššur, son of Kubīdi.",train_split
lu-šé-ri-ba-am ki-ma KÙ.BABBAR ṭa-ah-dum i-na ha-tim i-né-pu-šu-ni ú li-ba-kà i-ha-du-ú e-pu-uš KÙ.BABBAR ú-lá tù-šé-bi-lam ší-ma-am ša ú-šé-ra-ba-ni ta-ma-ar li-ba-kà e im-ra-aṣ,"Take action so that an abundance of silver can be earned in Hattum and you can rejoice, lest you will regret not having sent me silver, when you see what purchases I am bringing in!",sentence_word_index
5 ma-na KÙ.BABBAR ṣa-ru-pu-um i-na ší-im SÍG.HI.A ša ú-ší-na-lam PUZUR4-ša-du-we DUMU lá-qé-ep il5-qé IGI,Puzur-šadu'e son of Lā-qēp has received 5 minas of refined silver from the proceeds of Ušinalam's wool.,train_split
0.83333 ma-na 3.5 GÍN hu-sà-ra-am a-na 2.6666600000000003 ma-na 0.5 GÍN i-tur4-DINGIR a-na me-er-e ša-ak-ri-ú-ma-an i-dí i-na 2 ma-na 15 GÍN hu-sà-ra-am ša iš-tí šu-IŠTAR ú-šé-bi-lu ŠÀ.BA ší-im 0.5 ma-na 7.5 GÍN hu-sà-ri-im 1.5 ma-na 2 GÍN KÙ.BABBAR ú-šé-bi-lam KÙ.BABBAR ku-nu-ki a-na da-šùr áš-lu-uṭ ší-tí hu-sà-ri-im i li-bi šu-IŠTAR a-hu-ur a-na mì-ma KÙ.BABBAR-pí- big_gap NÍG.KA-sí ni-sí-ma iš-tù KÙ.BABBAR ša i li-bi-a i-šu-ú-ma ú-ša-bi-ú big_gap KÙ.BABBAR ku-nu-ki gap lu big_gap 9.66666 GÍN hu-sà-ru-um e-lá-num iš-tí en-num-a-šùr i-ba-ší,"Itūr-ilī deposited ⅚ mina 3 ½ shekels of lapis lazuli worth 2 ⅔ minas ½ shekel with the sons of Šakri-uman. Of the 2 minas 15 shekels of lapis lazuli that he sent with Šu-Ištar, thereof he sent 1 ½ mina 2 shekels of silver, the price of ½ mina 7 ½ shekels of lapis. The sealed silver I placed under Aššur's authority. The rest of the lapis lazuli remains in Šu-Ištar's possession. We made an accounting for all the silver, and after I have paid in full the silver that I owe big_gap the sealed silver big_gap 9 ⅔ shekels of lapis lazuli, an extra, is in Ennam-Aššur's possession.",original_document
